price,year,make,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
18495.0,2015.0,toyota,avalon limited |,good,6 cylinders,gas,71104.0,clean,automatic,fwd,full-size,sedan,white,ca
22000.0,1995.0,volkswagen,eurovan camper,good,5 cylinders,gas,189457.0,clean,automatic,4wd,full-size,van,white,ca
22998.0,2015.0,infiniti,q50,good,6 cylinders,gas,52456.0,clean,automatic,fwd,full-size,sedan,white,ca
12888.0,2017.0,kia,forte5 lx,good,4 cylinders,gas,68408.0,clean,automatic,fwd,full-size,hatchback,white,ca
7995.0,2009.0,volkswagen,passat,good,4 cylinders,gas,96029.0,clean,automatic,fwd,full-size,sedan,silver,ca
1500.0,1995.0,chevrolet,s10,fair,4 cylinders,gas,125000.0,clean,manual,rwd,compact,truck,blue,ca
101.0,2008.0,mercury,grand marquis,good,8 cylinders,gas,29300.0,clean,automatic,rwd,full-size,sedan,white,ca
4300.0,2013.0,chevrolet,cruze,good,6 cylinders,gas,138000.0,clean,automatic,fwd,full-size,sedan,blue,ca
7995.0,2007.0,toyota,matrix,excellent,6 cylinders,gas,145005.0,clean,automatic,fwd,full-size,wagon,silver,ca
6995.0,2012.0,mitsubishi,galant,excellent,4 cylinders,gas,128105.0,clean,automatic,fwd,mid-size,sedan,black,ca
38899.0,2017.0,toyota,tundra,good,6 cylinders,gas,87894.0,clean,automatic,4wd,full-size,pickup,blue,ca
34590.0,2018.0,ram,1500 crew cab lone star,good,6 cylinders,gas,39246.0,clean,other,4wd,full-size,pickup,white,ca
4.0,2000.0,toyota,4runner,good,6 cylinders,gas,201345.0,rebuilt,automatic,4wd,full-size,sedan,white,ca
6000.0,2008.0,bmw,535i,excellent,6 cylinders,gas,155000.0,salvage,automatic,rwd,mid-size,sedan,grey,ca
13000.0,2015.0,bmw,i3 range extender hatchback,good,6 cylinders,electric,44000.0,clean,automatic,4wd,full-size,sedan,white,ca
15000.0,1993.0,ram,w250,good,6 cylinders,diesel,100000.0,clean,manual,4wd,full-size,sedan,white,ca
6299.0,2014.0,ford,fusion se,excellent,6 cylinders,gas,145000.0,clean,automatic,4wd,full-size,sedan,white,ca
17990.0,2017.0,jeep,patriot high altitude,good,6 cylinders,other,42675.0,clean,automatic,fwd,full-size,other,white,ca
2700.0,2000.0,honda,accord,excellent,6 cylinders,gas,198000.0,clean,automatic,fwd,full-size,sedan,silver,ca
6750.0,2007.0,toyota,camry,excellent,6 cylinders,gas,165000.0,clean,automatic,fwd,full-size,sedan,white,ca
21988.0,2012.0,cadillac,escalade luxury,excellent,8 cylinders,gas,105500.0,clean,automatic,4wd,full-size,SUV,black,ca
6300.0,2011.0,dodge,grand caravan,excellent,6 cylinders,gas,145000.0,clean,automatic,fwd,full-size,mini-van,silver,ca
17985.0,2012.0,bmw,5 series,excellent,6 cylinders,gas,79649.0,clean,automatic,rwd,full-size,hatchback,black,ca
38997.0,2015.0,jaguar,f-type,good,6 cylinders,gas,31276.0,clean,automatic,rwd,full-size,convertible,black,ca
4500.0,2005.0,mazda,mazda3 i,good,4 cylinders,gas,155511.0,clean,automatic,fwd,full-size,sedan,grey,ca
6975.0,2006.0,chevrolet,tahoe,excellent,8 cylinders,gas,100000.0,clean,automatic,rwd,full-size,SUV,silver,ca
9499.0,2010.0,toyota,corolla,good,6 cylinders,gas,133483.0,clean,automatic,fwd,compact,sedan,red,ca
7400.0,2005.0,infiniti,fx35,like new,6 cylinders,gas,158000.0,clean,automatic,4wd,full-size,SUV,silver,ca
13999.0,1994.0,chevrolet,cargo van,good,6 cylinders,gas,141000.0,clean,automatic,4wd,full-size,van,white,ca
19750.0,2017.0,bmw,x1 xdrive28i,good,4 cylinders,gas,64368.0,clean,other,4wd,full-size,SUV,white,ca
8750.0,2015.0,volvo,f-150,good,6 cylinders,gas,130000.0,clean,automatic,4wd,full-size,sedan,white,ca
11500.0,2006.0,ford,hummer h3,excellent,5 cylinders,gas,148000.0,clean,automatic,4wd,mid-size,SUV,black,ca
9000.0,2002.0,mercedes-benz,benz,excellent,6 cylinders,gas,175000.0,missing,automatic,4wd,full-size,sedan,grey,ca
35990.0,2019.0,mini,convertible cooper s 2d,good,6 cylinders,gas,9508.0,clean,other,fwd,full-size,other,blue,ca
22590.0,2019.0,honda,clarity plug-in hybrid,good,6 cylinders,gas,32706.0,clean,other,fwd,full-size,sedan,white,ca
11500.0,2012.0,infiniti,g25,excellent,6 cylinders,gas,71227.0,clean,automatic,rwd,full-size,sedan,black,ca
25994.0,2015.0,bmw,x5,good,6 cylinders,gas,83579.0,clean,automatic,4wd,mid-size,SUV,white,ca
4995.0,1999.0,toyota,4runner sr5,good,6 cylinders,gas,243950.0,clean,manual,rwd,full-size,SUV,green,ca
7995.0,2015.0,nissan,versa sv,good,6 cylinders,gas,72000.0,clean,automatic,4wd,full-size,sedan,white,ca
9995.0,2018.0,honda,fit lx,good,4 cylinders,gas,110959.0,clean,automatic,fwd,full-size,hatchback,black,ca
7200.0,2007.0,ford,Pilot,good,6 cylinders,gas,145000.0,clean,automatic,4wd,full-size,sedan,white,ca
9900.0,2014.0,ford,fusion,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,full-size,sedan,white,ca
10900.0,2017.0,nissan,altima,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,full-size,sedan,black,ca
1700.0,2007.0,dodge,caliber,good,6 cylinders,gas,160000.0,clean,automatic,4wd,full-size,sedan,white,ca
7950.0,2014.0,nissan,sentra,excellent,6 cylinders,gas,117692.0,clean,automatic,fwd,full-size,sedan,black,ca
21990.0,2017.0,subaru,crosstrek 2.0i premium,good,6 cylinders,gas,36631.0,clean,other,4wd,full-size,hatchback,white,ca
46995.0,2013.0,ford,f-350sd,good,6 cylinders,diesel,94472.0,clean,automatic,4wd,full-size,sedan,white,ca
18990.0,2015.0,volkswagen,golf sportwagen tdi,good,6 cylinders,diesel,68183.0,clean,other,fwd,full-size,wagon,white,ca
19900.0,2018.0,bmw,i3,good,6 cylinders,electric,11515.0,clean,automatic,rwd,sub-compact,hatchback,black,ca
3450.0,2005.0,toyota,camry,good,6 cylinders,gas,205000.0,clean,automatic,4wd,full-size,sedan,white,ca
24450.0,2015.0,bmw,6 series,good,6 cylinders,gas,112646.0,clean,automatic,4wd,compact,sedan,black,ca
16599.0,2011.0,bmw,750i,excellent,8 cylinders,gas,80700.0,clean,automatic,rwd,full-size,sedan,white,ca
23990.0,2017.0,audi,a4 ultra premium sedan 4d,good,6 cylinders,electric,19421.0,clean,other,fwd,full-size,sedan,blue,ca
12208.0,2012.0,honda,accord sdn,excellent,4 cylinders,gas,62095.0,clean,automatic,fwd,mid-size,sedan,grey,ca
33999.0,2018.0,mercedes-benz,benz glc300,excellent,4 cylinders,gas,30782.0,clean,automatic,rwd,full-size,SUV,red,ca
48995.0,2015.0,mercedes-benz,s-class,good,8 cylinders,gas,38393.0,clean,automatic,rwd,full-size,sedan,black,ca
45999.0,2011.0,ram,3500 laramie,good,6 cylinders,diesel,80759.0,clean,automatic,4wd,full-size,pickup,custom,ca
32995.0,2014.0,chevrolet,silverado 1500,good,6 cylinders,other,89268.0,clean,automatic,4wd,full-size,other,brown,ca
13995.0,2013.0,mercedes-benz,c-class,good,6 cylinders,gas,89555.0,clean,automatic,4wd,full-size,sedan,silver,ca
25700.0,2013.0,chevrolet,silverado,good,6 cylinders,gas,106200.0,clean,automatic,4wd,full-size,pickup,white,ca
7000.0,2007.0,dodge,nitro,excellent,6 cylinders,gas,60000.0,clean,automatic,4wd,full-size,sedan,white,ca
4995.0,2005.0,mazda,mpv,excellent,6 cylinders,gas,164217.0,clean,automatic,fwd,full-size,sedan,white,ca
7995.0,2013.0,volkswagen,beetle,excellent,6 cylinders,gas,136836.0,clean,automatic,fwd,full-size,sedan,white,ca
65767.67399166214,2020.0,volvo,"xc90 t8 1,300 miles",excellent,6 cylinders,gas,1375.0,clean,automatic,4wd,full-size,SUV,white,ca
20777.0,2017.0,toyota,prius,excellent,6 cylinders,gas,68135.0,clean,automatic,fwd,full-size,sedan,white,ca
6995.0,2003.0,ford,ranger,excellent,6 cylinders,gas,170284.0,clean,automatic,rwd,full-size,sedan,black,ca
14995.0,2015.0,honda,cr-v,good,6 cylinders,gas,104480.0,clean,automatic,fwd,full-size,SUV,white,ca
35990.0,2007.0,chevrolet,c4500 4x4,good,6 cylinders,diesel,88970.0,clean,automatic,4wd,full-size,sedan,white,ca
7700.0,2002.0,mercedes-benz,benz cl600,like new,6 cylinders,gas,77777.0,clean,automatic,4wd,full-size,sedan,white,ca
7999.0,2010.0,mercury,mariner,good,6 cylinders,gas,92155.0,clean,automatic,fwd,full-size,SUV,blue,ca
6995.0,2010.0,mazda,cx-7,excellent,6 cylinders,gas,174612.0,clean,automatic,fwd,full-size,sedan,white,ca
25998.0,2017.0,buick,enclave leather,excellent,6 cylinders,gas,60587.0,clean,automatic,fwd,full-size,SUV,white,ca
18990.0,2014.0,cadillac,ats 2.5l luxury sedan,good,6 cylinders,gas,39187.0,clean,other,rwd,full-size,sedan,white,ca
13990.0,2010.0,acura,tsx sedan 4d,good,6 cylinders,other,78662.0,clean,other,fwd,full-size,sedan,white,ca
22477.0,2018.0,toyota,rav4,good,6 cylinders,gas,45247.0,clean,automatic,4wd,full-size,other,white,ca
12995.0,2012.0,ford,e-350 xl super duty,excellent,8 cylinders,gas,132080.0,clean,automatic,rwd,full-size,van,white,ca
12399.0,2016.0,mini,cooper countryman,excellent,4 cylinders,gas,53000.0,clean,automatic,fwd,mid-size,hatchback,blue,ca
47590.0,2020.0,chevrolet,silverado 2500 hd crew,good,8 cylinders,gas,5591.0,clean,other,4wd,full-size,pickup,white,ca
6000.0,2007.0,toyota,prius,like new,6 cylinders,hybrid,185000.0,clean,automatic,4wd,full-size,sedan,blue,ca
3950.0,2012.0,volkswagen,passat se,fair,5 cylinders,gas,182000.0,salvage,automatic,4wd,mid-size,sedan,black,ca
17990.0,2018.0,toyota,corolla le sedan 4d,good,6 cylinders,gas,19632.0,clean,other,fwd,full-size,sedan,white,ca
1750.0,1982.955724281848,honda,civic wagon,good,6 cylinders,gas,133450.0,clean,manual,4wd,full-size,sedan,white,ca
22990.0,2014.0,lexus,gs 350 sedan 4d,good,6 cylinders,gas,53050.0,clean,automatic,rwd,full-size,sedan,white,ca
2000.0,2015.0,jeep,grand cherokee limited,good,6 cylinders,gas,119263.0,clean,automatic,4wd,full-size,sedan,white,ca
9900.0,2006.0,toyota,sienna,good,6 cylinders,gas,124200.0,clean,automatic,4wd,full-size,sedan,white,ca
19590.0,2018.0,dodge,journey se sport utility,good,6 cylinders,gas,15892.0,clean,other,fwd,full-size,other,white,ca
3950.0,2001.0,toyota,4runner sporty,excellent,6 cylinders,gas,249000.0,clean,automatic,rwd,compact,SUV,silver,ca
30877.0,2019.0,mercedes-benz,benz glc300,like new,4 cylinders,gas,14195.0,clean,automatic,fwd,mid-size,SUV,white,ca
15990.0,2019.0,nissan,sentra sl sedan 4d,good,6 cylinders,other,38691.0,clean,other,4wd,full-size,sedan,black,ca
1600.0,2000.0,toyota,corolla,good,4 cylinders,gas,161282.0,clean,automatic,4wd,full-size,sedan,white,ca
8400.0,2005.0,chevrolet,2500 hd,excellent,6 cylinders,gas,179000.0,clean,automatic,4wd,full-size,sedan,white,ca
18990.0,2017.0,chrysler,300 300c sedan 4d,good,6 cylinders,gas,67806.0,clean,other,rwd,full-size,sedan,white,ca
15990.0,2016.0,hyundai,veloster coupe 3d,good,6 cylinders,gas,61732.0,clean,other,fwd,full-size,coupe,white,ca
34888.0,2003.0,porsche,911 carrera 4s 4 s,excellent,6 cylinders,gas,65000.0,clean,manual,4wd,compact,coupe,silver,ca
5900.0,2005.0,bmw,325i,good,6 cylinders,gas,162979.0,clean,automatic,rwd,compact,sedan,white,ca
25000.0,2019.0,toyota,86,excellent,4 cylinders,gas,12900.0,clean,manual,rwd,full-size,coupe,white,ca
16990.0,2018.0,volkswagen,beetle 2.0t s,good,6 cylinders,gas,69837.0,clean,other,fwd,full-size,hatchback,red,ca
49999.0,2011.0,chevrolet,camaro ss 2dr,good,8 cylinders,gas,7289.0,clean,automatic,4wd,full-size,other,white,ca
21990.0,2014.0,bmw,5 series 550i sedan 4d,good,6 cylinders,other,86498.0,clean,other,rwd,full-size,sedan,blue,ca
3850.0,2002.0,mercedes-benz,benz e350,like new,6 cylinders,gas,200000.0,clean,automatic,rwd,mid-size,sedan,silver,ca
18500.0,1998.0,ford,Corvette,excellent,8 cylinders,gas,55000.0,clean,automatic,rwd,compact,coupe,red,ca
52991.0,2019.0,volvo,xc90,excellent,4 cylinders,gas,18195.0,clean,automatic,4wd,mid-size,SUV,grey,ca
6995.0,2002.0,bmw,330ci,good,6 cylinders,gas,132451.0,clean,automatic,rwd,full-size,coupe,silver,ca
8999.0,2007.0,lexus,es350,excellent,6 cylinders,gas,153318.0,clean,automatic,fwd,full-size,sedan,white,ca
2000.0,1987.0,ford,GM oldsmobile,fair,6 cylinders,gas,185000.0,clean,automatic,rwd,full-size,sedan,silver,ca
22500.0,1982.955724281848,mini,cooper s,excellent,4 cylinders,gas,30000.0,clean,manual,rwd,full-size,coupe,custom,ca
3600.0,2007.0,volkswagen,rabbit,excellent,4 cylinders,gas,170000.0,clean,manual,fwd,compact,coupe,white,ca
21990.0,2017.0,mazda,cx-3 grand touring sport,good,6 cylinders,gas,17815.0,clean,other,4wd,full-size,hatchback,black,ca
18981.0,2018.0,nissan,kicks,good,4 cylinders,gas,34056.0,clean,automatic,fwd,full-size,sedan,grey,ca
17990.0,2019.0,toyota,yaris l sedan 4d,good,6 cylinders,gas,24029.0,clean,other,fwd,full-size,sedan,black,ca
65767.67399166214,1982.955724281848,chevrolet,belair 1957,good,6 cylinders,gas,16100.0,clean,automatic,4wd,full-size,sedan,white,ca
8999.0,2014.0,ford,focus,excellent,4 cylinders,gas,68974.0,clean,automatic,fwd,compact,sedan,grey,ca
18990.0,2019.0,chevrolet,spark activ hatchback,good,6 cylinders,gas,4780.0,clean,other,fwd,full-size,hatchback,white,ca
9488.0,2005.0,lexus,rx 330 4x4 with premium,good,6 cylinders,gas,128992.0,clean,automatic,4wd,full-size,other,silver,ca
12688.0,2018.0,nissan,versa sv,good,4 cylinders,gas,49032.0,clean,automatic,fwd,full-size,sedan,white,ca
29999.0,2011.0,cadillac,cts-v,good,8 cylinders,gas,84000.0,rebuilt,automatic,rwd,full-size,sedan,black,ca
3950.0,1988.0,mercedes-benz,300se,good,6 cylinders,gas,196000.0,clean,manual,4wd,full-size,sedan,white,ca
29990.0,2016.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,19374.0,clean,automatic,rwd,full-size,coupe,red,ca
22500.0,2014.0,volvo,670,excellent,6 cylinders,diesel,284097.1667780378,clean,manual,4wd,full-size,truck,red,ca
24985.0,2012.0,mercedes-benz,cls,excellent,6 cylinders,gas,85545.0,clean,automatic,rwd,full-size,sedan,black,ca
12495.0,2007.0,gmc,yukon,excellent,6 cylinders,gas,128050.0,clean,automatic,rwd,full-size,SUV,white,ca
23995.0,2019.0,chrysler,300 touring,excellent,6 cylinders,gas,45317.0,clean,automatic,rwd,full-size,sedan,blue,ca
33188.0,2011.0,dodge,challenger srt8,good,8 cylinders,gas,41240.0,clean,automatic,rwd,full-size,coupe,orange,ca
26590.0,2017.0,nissan,titan xd single cab sv,good,8 cylinders,gas,47267.0,clean,other,4wd,full-size,pickup,white,ca
10999.0,2014.0,ford,Scion tC 10 Series,good,4 cylinders,gas,83491.0,clean,automatic,fwd,full-size,coupe,silver,ca
9894.0,2012.0,ford,transit connect cargo van xl,good,4 cylinders,gas,128995.0,clean,automatic,fwd,full-size,van,white,ca
25777.0,2015.0,toyota,tacoma,good,6 cylinders,gas,115339.0,clean,automatic,fwd,full-size,pickup,silver,ca
13895.0,2014.0,audi,a4,good,6 cylinders,gas,88000.0,clean,automatic,4wd,compact,sedan,black,ca
22995.0,2017.0,chevrolet,camaro lt,excellent,4 cylinders,gas,85755.0,clean,automatic,rwd,full-size,coupe,white,ca
16000.0,2006.0,ram,2500 megacab laramie,excellent,6 cylinders,diesel,284097.1667780378,clean,automatic,4wd,full-size,pickup,white,ca
85.0,2011.0,mini,cooper hardtop s,good,4 cylinders,gas,103596.0,clean,manual,fwd,full-size,hatchback,white,ca
17476.0,2017.0,chevrolet,equinox,good,4 cylinders,gas,66218.0,clean,automatic,fwd,mid-size,SUV,black,ca
25590.0,2017.0,jaguar,xf 20d premium sedan 4d,good,6 cylinders,gas,24815.0,clean,other,rwd,full-size,sedan,blue,ca
9995.0,2010.0,cadillac,cts,good,6 cylinders,gas,116890.0,clean,automatic,4wd,full-size,sedan,red,ca
9999.0,2015.0,hyundai,elantra,good,4 cylinders,gas,107620.0,clean,automatic,fwd,full-size,sedan,grey,ca
7200.0,2002.0,toyota,tacoma,good,6 cylinders,gas,190000.0,clean,automatic,4wd,full-size,sedan,white,ca
5999.0,2001.0,ford,ranger super cab,good,6 cylinders,gas,165187.0,clean,manual,4wd,full-size,pickup,custom,ca
21981.0,2018.0,toyota,c-hr,good,4 cylinders,gas,29205.0,clean,automatic,fwd,full-size,sedan,white,ca
20999.0,2003.0,chevrolet,corvette,excellent,8 cylinders,gas,68392.0,clean,manual,rwd,full-size,sedan,white,ca
6500.0,2009.0,ford,Volkswagon Passat 2.0 T Wagon,excellent,4 cylinders,gas,139000.0,clean,automatic,fwd,mid-size,wagon,black,ca
19800.0,2007.0,jeep,wrangler,excellent,6 cylinders,gas,110850.0,clean,manual,4wd,full-size,SUV,red,ca
5500.0,1991.0,cadillac,sedan deville,excellent,8 cylinders,gas,64000.0,clean,automatic,fwd,full-size,sedan,grey,ca
11999.0,1998.0,bmw,z3 m roadster,good,6 cylinders,gas,143801.0,clean,manual,rwd,compact,convertible,silver,ca
17985.0,2020.0,ford,fusion,excellent,6 cylinders,gas,2438.0,clean,automatic,fwd,full-size,sedan,silver,ca
12500.0,2013.0,ford,flex se,good,6 cylinders,gas,84500.0,clean,automatic,fwd,mid-size,SUV,white,ca
17498.0,2014.0,chevrolet,express cargo van,excellent,6 cylinders,gas,83280.0,clean,automatic,rwd,full-size,sedan,white,ca
9500.0,2010.0,ford,flex sel,good,6 cylinders,gas,100866.0,clean,automatic,4wd,full-size,sedan,white,ca
2500.0,2006.0,audi,a4,excellent,4 cylinders,gas,98000.0,clean,automatic,fwd,full-size,sedan,blue,ca
20999.0,2015.0,chevrolet,express commercial cutaway,excellent,6 cylinders,gas,117527.0,clean,automatic,rwd,full-size,sedan,white,ca
14950.0,1989.0,ram,f-150,excellent,8 cylinders,gas,130000.0,clean,automatic,rwd,full-size,van,blue,ca
7200.0,2007.0,bmw,328ci,good,6 cylinders,gas,126.0,clean,automatic,4wd,full-size,sedan,white,ca
10500.0,2007.0,mercedes-benz,s550,excellent,8 cylinders,gas,84000.0,salvage,automatic,rwd,full-size,sedan,black,ca
16500.0,2011.0,porsche,cayenne,good,6 cylinders,gas,120000.0,clean,automatic,4wd,full-size,sedan,white,ca
4200.0,2003.0,chevrolet,express van,good,8 cylinders,gas,174417.0,clean,automatic,rwd,full-size,van,brown,ca
32990.0,2015.0,chevrolet,camaro ss convertible,good,8 cylinders,gas,25175.0,clean,other,rwd,full-size,other,blue,ca
21991.0,2018.0,nissan,rogue sv,excellent,4 cylinders,gas,22075.0,clean,other,4wd,full-size,SUV,white,ca
17999.0,2017.0,subaru,outback,excellent,6 cylinders,gas,90200.0,clean,automatic,4wd,full-size,sedan,white,ca
3500.0,2003.0,cadillac,cts,fair,6 cylinders,gas,98000.0,salvage,automatic,rwd,mid-size,sedan,silver,ca
3900.0,2004.0,saturn,ion,excellent,4 cylinders,gas,120000.0,clean,automatic,fwd,compact,sedan,green,ca
7950.0,2007.0,jeep,grand cherokee limited,excellent,8 cylinders,gas,114772.0,clean,automatic,rwd,mid-size,SUV,blue,ca
14999.0,2009.0,mercedes-benz,clk350 3.5l,excellent,6 cylinders,gas,61200.0,clean,automatic,4wd,full-size,convertible,white,ca
15500.0,2013.0,jaguar,"xf 43,000 miles 1 owner",excellent,4 cylinders,gas,43000.0,clean,automatic,4wd,full-size,sedan,white,ca
23995.0,2012.0,ford,f-150,good,6 cylinders,gas,135649.0,clean,automatic,4wd,full-size,pickup,black,ca
28990.0,2018.0,acura,rdx advance pkg sport,good,6 cylinders,other,35719.0,clean,other,4wd,full-size,other,white,ca
2995.0,1997.0,honda,civic,excellent,4 cylinders,gas,233514.0,clean,manual,fwd,sub-compact,coupe,green,ca
6400.0,2007.0,toyota,camry,excellent,6 cylinders,gas,180000.0,clean,automatic,4wd,full-size,sedan,grey,ca
6992.0,2013.0,chevrolet,sonic lt sedan 4d,excellent,4 cylinders,gas,109518.0,clean,automatic,4wd,full-size,sedan,white,ca
5559.0,2002.0,toyota,4runner sr5,excellent,6 cylinders,gas,234874.0,clean,automatic,rwd,mid-size,SUV,brown,ca
9999.0,2013.0,honda,fit,excellent,4 cylinders,gas,35000.0,clean,automatic,fwd,compact,hatchback,grey,ca
19990.0,2012.0,mazda,mx-5 miata grand touring,good,6 cylinders,gas,29993.0,clean,other,rwd,full-size,other,silver,ca
7950.0,2007.0,jeep,grand cherokee limited,excellent,8 cylinders,gas,114772.0,clean,automatic,rwd,mid-size,SUV,blue,ca
8999.0,2017.0,hyundai,elantra se sedan 4d,excellent,4 cylinders,gas,91565.0,clean,other,4wd,full-size,sedan,white,ca
33990.0,2020.0,cadillac,ct5 premium luxury,good,6 cylinders,gas,17498.0,clean,other,4wd,full-size,sedan,black,ca
7900.0,2006.0,toyota,f-150,excellent,6 cylinders,gas,204669.0,clean,automatic,4wd,full-size,sedan,silver,ca
7900.0,2008.0,honda,crv ex-l awd,excellent,4 cylinders,gas,108000.0,clean,automatic,4wd,full-size,sedan,grey,ca
33015.0,2017.0,gmc,acadia,good,6 cylinders,gas,44907.0,clean,automatic,fwd,full-size,SUV,white,ca
5000.0,1995.0,cadillac,fleetwood,fair,8 cylinders,gas,30000.0,clean,automatic,4wd,full-size,other,red,ca
12000.0,1982.955724281848,ford,f100,good,8 cylinders,gas,122000.0,clean,manual,rwd,full-size,pickup,green,ca
14914.0,2015.0,kia,sorento,good,4 cylinders,gas,71512.0,clean,automatic,fwd,full-size,SUV,red,ca
38990.0,2020.0,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,7653.0,clean,other,rwd,full-size,coupe,white,ca
30998.0,2016.0,ford,mustang,excellent,6 cylinders,gas,93482.68528761623,clean,manual,rwd,full-size,coupe,white,ca
19999.0,2011.0,chevrolet,silverado 1500 ls,excellent,8 cylinders,gas,93105.0,clean,automatic,4wd,full-size,truck,white,ca
8499.0,2005.0,acura,tl,excellent,6 cylinders,gas,147406.0,clean,automatic,4wd,full-size,sedan,white,ca
15999.0,2004.0,jeep,wrangler x sport utility,excellent,6 cylinders,gas,116035.0,clean,automatic,4wd,full-size,SUV,white,ca
7499.0,1999.0,lexus,rx 300 luxury suv,excellent,6 cylinders,gas,178597.0,clean,automatic,4wd,full-size,SUV,white,ca
65767.67399166214,2018.0,ram,2500 laramie,good,6 cylinders,diesel,27615.0,clean,automatic,4wd,full-size,pickup,white,ca
14848.0,2014.0,toyota,rav4 le,good,4 cylinders,gas,113910.0,clean,automatic,4wd,full-size,other,white,ca
6499.0,2006.0,pontiac,vibe,excellent,4 cylinders,gas,108102.0,clean,manual,4wd,full-size,hatchback,white,ca
18988.0,2019.0,chevrolet,impala,excellent,6 cylinders,gas,32135.0,clean,automatic,fwd,full-size,sedan,black,ca
3999.0,2000.0,toyota,camry le,excellent,4 cylinders,gas,158067.0,clean,automatic,4wd,full-size,sedan,white,ca
20986.0,2016.0,honda,accord,good,4 cylinders,gas,37753.0,clean,automatic,fwd,mid-size,sedan,white,ca
35488.0,2015.0,chevrolet,silverado 1500 4wd lt,good,8 cylinders,gas,77171.0,clean,automatic,4wd,full-size,pickup,grey,ca
4499.0,2002.0,ford,focus zx3 premium,excellent,4 cylinders,gas,179661.0,salvage,manual,4wd,full-size,coupe,white,ca
9988.0,2017.0,hyundai,accent value edition,good,4 cylinders,gas,110418.0,clean,automatic,fwd,full-size,sedan,white,ca
12590.0,2013.0,honda,fit hatchback 4d,good,6 cylinders,gas,93150.0,clean,other,fwd,full-size,hatchback,black,ca
3900.0,2004.0,honda,accord,good,6 cylinders,gas,178000.0,salvage,automatic,4wd,full-size,sedan,white,ca
8988.0,2002.0,porsche,boxster convertible - low mileage - new tires - bl,excellent,6 cylinders,gas,93482.68528761623,clean,automatic,rwd,full-size,convertible,silver,ca
12995.0,2018.0,kia,optima hybrid,excellent,4 cylinders,hybrid,116994.0,clean,automatic,fwd,mid-size,sedan,white,ca
11999.0,2004.0,ford,f-150 xlt,excellent,8 cylinders,gas,148573.0,clean,automatic,4wd,full-size,truck,white,ca
30995.0,2013.0,bmw,m5,good,6 cylinders,gas,71158.0,clean,automatic,4wd,full-size,sedan,blue,ca
28000.0,1982.955724281848,ford,plymouth cuda,good,6 cylinders,gas,300.0,clean,automatic,4wd,full-size,sedan,white,ca
6999.0,2003.0,jeep,grand cherokee limited,excellent,6 cylinders,gas,143057.0,clean,automatic,4wd,full-size,SUV,white,ca
7999.0,2010.0,nissan,altima 2.5,good,4 cylinders,gas,96555.0,clean,automatic,fwd,full-size,sedan,white,co
34590.0,2020.0,ford,Genesis G70 2.0T Sedan 4D,good,6 cylinders,other,1029.0,clean,other,4wd,full-size,sedan,red,co
12999.0,2012.0,lexus,rx 450h,excellent,6 cylinders,gas,135000.0,clean,automatic,fwd,full-size,SUV,white,co
3333.0,1995.0,gmc,g2500,fair,8 cylinders,gas,249000.0,clean,automatic,rwd,full-size,truck,white,co
22590.0,2012.0,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,56075.0,clean,other,rwd,full-size,coupe,black,co
18590.0,2014.0,jeep,cherokee sport suv 4d,good,6 cylinders,gas,33212.0,clean,other,4wd,full-size,other,black,co
9249.0,2018.0,chevrolet,cruze,good,4 cylinders,gas,48604.0,clean,manual,fwd,mid-size,sedan,silver,co
21988.0,2017.0,jeep,cherokee,good,6 cylinders,other,49944.0,clean,automatic,4wd,full-size,sedan,white,co
11995.0,2007.0,lexus,ls 460 base,excellent,8 cylinders,gas,140188.0,clean,automatic,4wd,full-size,sedan,white,co
39590.0,2019.0,honda,ridgeline,good,6 cylinders,gas,17441.0,clean,automatic,4wd,compact,pickup,grey,co
21950.0,2010.0,toyota,tundra 4wd truck,good,6 cylinders,gas,115265.0,clean,automatic,4wd,full-size,other,black,co
42199.0,2019.0,chevrolet,tahoe,good,8 cylinders,gas,47513.0,clean,automatic,4wd,full-size,SUV,silver,co
33590.0,2018.0,dodge,challenger,good,6 cylinders,gas,7823.0,clean,automatic,4wd,mid-size,coupe,custom,co
36999.0,2019.0,jeep,grand cherokee,good,6 cylinders,gas,29280.0,clean,automatic,4wd,mid-size,SUV,silver,co
22590.0,2016.0,jeep,grand cherokee,good,6 cylinders,gas,90803.0,clean,automatic,4wd,mid-size,SUV,custom,co
37500.0,1982.955724281848,chevrolet,f-150,excellent,8 cylinders,gas,1234.0,clean,automatic,rwd,full-size,pickup,blue,co
18499.0,2013.0,ford,f150,excellent,6 cylinders,gas,200439.0,clean,automatic,4wd,full-size,truck,black,co
4995.0,2002.0,honda,odyssey ex,excellent,6 cylinders,gas,147047.0,clean,automatic,4wd,full-size,van,white,co
18950.0,2006.0,ram,f-150,good,6 cylinders,diesel,225851.0,clean,manual,4wd,full-size,pickup,white,co
2000.0,1993.0,honda,civic hatchback,fair,4 cylinders,gas,168000.0,clean,automatic,fwd,compact,hatchback,green,co
